pub_date  title journal citation  url_slug  paper_url
2018	Sense-Antisense lncRNA Pair Encoded by Locus 6p22.3 Determines Neuroblastoma Susceptibility via the USP36-CHD7-SOX9 Regulatory Axis <i>Cancer Cell</i>  Sense-Antisense lncRNA Pair Encoded by Locus 6p22.3 Determines Neuroblastoma Susceptibility via the USP36-CHD7-SOX9 Regulatory Axis https://doi.org/10.1016/j.ccell.2018.01.020
2019	Global distribution of DNA hydroxymethylation and DNA methylation in chronic lymphocytic leukemia <i>Epigenetics and Chromatin</i Global distribution of DNA hydroxymethylation and DNA methylation in chronic lymphocytic leukemia	https://doi.org/10.1186/s13072-018-0252-7
